Iteration, solution, value 

1, 5.0272773461429265, 25.4200286483306 

2, 4.861180747825721, 27.199851027771054 

3, 5.299135270672962, 41.11928588174079 

4, 4.577547690673991, 39.79019661592736 

5, 4.780871929489088, 30.929137096125796 

6, 5.301130304440076, 41.25961715049618 

7, 4.536674118814901, 40.31709415713494 

8, 4.681966509213462, 36.06648123680765 

9, 5.015030614822706, 25.195093631203115 

10, 4.920221250543478, 25.43882168547321 

11, 5.054058392148638, 26.114822584227362 

12, 4.778032144354224, 31.077372104347564 

13, 5.428962233903795, 48.493946468853856 

14, 4.98395424685389, 24.890578691377414 

15, 4.813767312173912, 29.272077225776282 

16, 5.088258147890307, 27.388955637500136 

17, 4.671219577804715, 36.57053838196042 

18, 5.217522668058432, 35.1960645423643 

19, 4.471428015188628, 39.83295814045029 

20, 4.282113120461441, 30.340556463166365 

21, 3.6930372577912314, 27.14167485244941 

22, 4.316352692525227, 32.68023705561525 

23, 3.6743000286612406, 28.07952857357658 

24, 4.311839632386452, 32.38042878656316 

25, 3.3896970287337544, 29.183030260889325 

26, 2.997375262047015, 8.985618314018856 

27, 3.0240143274987634, 9.258280482173904 

28, 2.8366216585946824, 12.8685714666744 

29, 3.4857740282299545, 32.11069929616657 

30, 3.523532487359398, 32.306168805978885 

31, 3.550121317054285, 32.11156826067221 

32, 3.8324390584993293, 19.73632886454915 

33, 4.402598996708977, 37.567950134128196 

34, 4.006258124845635, 16.05783385560574 

35, 3.9323126928541448, 16.353899711492154 

36, 4.156089418226675, 21.708990513708358 

37, 3.4389243704839125, 31.098874279495263 

38, 3.1095012697595723, 11.943929171275574 

39, 2.5915690424556272, 25.106274970185517 

40, 2.842003986055909, 12.61283343115966 

41, 3.0765119936829732, 10.598391948998966 

42, 2.527197516952681, 26.241070368243467 

43, 2.6414525411234138, 23.280925386447322 

44, 2.9942894819829813, 8.972205770522637 

45, 2.8570365525053, 11.932983334771524 

46, 3.196147493737202, 16.895903765160867 

47, 2.386613552113863, 23.263693730852303 

48, 2.040302602205378, 4.481748956465894 

49, 1.921221891416634, 4.891299361094383 

50, 2.1864645503358386, 10.893767436380951 

51, 1.416063585926366, 20.646481648057826 

52, 0.9864581157451296, 1.0092760608767826 

53, 0.9928123329085937, 0.9958723754868508 

54, 1.0550329175715296, 1.7049875710166589 

55, 0.8421188799612931, 5.238966393103492 

56, 1.285613860205351, 13.871860176605743 

57, 0.5891411272055773, 18.819159103386575 

58, 0.8223718711179805, 6.284134859158425 

59, 1.4904145615003008, 22.203204537038143 

60, 1.2715557862210736, 12.967107147314625 

61, 0.686730489046725, 14.343057574111866 

62, 1.0390220280643527, 1.378636675707904 

63, 0.9169877813901699, 2.1705420707474445 

64, 1.1292439770510205, 4.3951705604379185 

65, 0.5829794907588476, 19.011214004375766 

66, 0.7518699914880238, 10.447816157041437 

67, 1.3929529519264985, 19.76238465627734 

68, 0.9225928078628313, 2.0107940565164792 

69, 1.06149724369634, 1.8640536216699033 

70, 0.788595939411503, 8.220528492815362 

71, 1.3594899294480485, 18.19772614178882 

72, 0.6917899752824119, 14.05501868117935 

73, 1.2762885288937917, 13.273168815712879 

74, 0.4354226257405668, 19.377652757914298 

75, 0.28909373886400946, 12.515280915251717 

76, -0.18628723599558047, 6.137580579277797 

77, 0.4782120752482817, 20.135128318893535 

78, 0.3872910899421377, 17.745522707095443 

79, -0.017148833639390612, 0.058287499482620575 

80, 0.10748512243471597, 2.206664544806264 

81, -0.3691886003748354, 16.944518390984822 

82, 0.16826373277434672, 5.115465684066471 

83, -0.5126015033011437, 20.2314312271994 

84, -0.626076540295269, 17.415048824853532 

85, -1.108497423866699, 3.4637994173623765 

86, -0.6364615616461005, 16.94903942328104 

87, -1.0801657274006462, 2.4087124297778164 

88, -0.8561330273409545, 4.547797711283533 

89, -1.4567552732909774, 21.75525726376292 

90, -1.2782939158814908, 13.402445155034727 

91, -0.5005755280941373, 20.250510476705976 

92, -0.4717390806391256, 20.06529853972647 

93, -0.25324151279982043, 10.267787439128142 

94, 0.3392267432323283, 15.43225784955477 

95, -0.06557410806671188, 0.8411394126096781 

96, 0.3238410995073149, 14.579778861489185 

97, -0.266180720653663, 11.085766357405905 

98, 0.4884311261704262, 20.21215786703185 

99, 0.31087026090216097, 13.828670835718961 

100, -0.1514764469819499, 4.2203952408563365 

101, 0.3253717102651106, 14.666569021929007 

102, -0.15602472545427443, 4.456877986295394 

103, 0.3566679174016701, 16.338751393227387 

104, -0.12410439304944637, 2.9046554864048106 

105, 0.2683077857132289, 11.219765991754535 

106, -0.31949752314623114, 14.331283616171941 

107, 0.2716542909392435, 11.4301813785251 

108, -0.2818081564563275, 12.06470313373526 

109, 0.3376422631156626, 15.346607313038898 

110, -0.23557130553103822, 9.150153569793734 

111, 0.4427034676600806, 19.554937933851427 

112, -0.0015050662988786434, 0.00044939929890652763 

113, -0.0815338412312721, 1.2904157706834205 

114, 0.1305449477268691, 3.196570943686318 

115, -0.2972534888886537, 13.01395532887571 

116, 0.22452777737559726, 8.456769673270994 

117, -0.4040976970874764, 18.40210154750875 

118, -0.17890992535237013, 5.712343317254469 

119, 0.5855353217519321, 18.93310148702031 

120, 0.9700366606105476, 1.1176672519848339 

121, 1.0763473096128047, 2.2872091822207796 

122, 0.7934606921279573, 7.932675116670655 

123, 1.3752520929702434, 18.973577451709044 

124, 0.8586801847506008, 4.427206118813392 

125, 1.443322972383282, 21.455774158069417 

126, 1.3148979420108868, 15.694549593393859 

127, 0.7388892432331399, 11.243499841333493 

128, 1.3085977601901428, 15.311613546211039 

129, 0.6992824192204395, 13.622014510062227 

130, 1.3208711269803517, 16.05195470029297 

131, 0.7340696970616122, 11.538118287511079 

132, 1.6240072759490687, 19.752435172575268 

133, 1.9713746647880839, 4.047627529224383 

134, 2.158555970241301, 9.224710753688012 

135, 1.596250421226492, 20.77440553963683 

136, 1.7872969622992085, 10.872383440713143 

137, 2.2720426868751864, 16.542737340339766 

138, 1.560649744704874, 21.718286484525223 

139, 1.6921629394872306, 16.417966871329273 

140, 2.2318058639898557, 13.840274411893201 

141, 1.6418354662867922, 18.98058166630728 

142, 2.2652707656349453, 16.08947060835449 

143, 1.5576262688011904, 21.77783259349487 

144, 1.6551679640842556, 18.351683048909038 

145, 2.1357428572108197, 7.98336231269121 

146, 1.747736699566216, 13.19678613828864 

147, 2.2706373937580944, 16.448849187863708 

148, 1.6704837923551294, 17.581393031461296 

149, 2.1120743775986854, 6.839457774061309 

150, 1.6954835026950306, 16.23344455789435 

151, 2.2430626612134934, 14.595582265634336 

152, 1.5430547783934168, 22.017335630487594 

153, 1.859005200076565, 7.129945664426131 

154, 2.2255847877184793, 13.425184400183173 

155, 1.519558480008638, 22.233643741012894 

156, 1.567988613916531, 21.55994442483702 

157, 1.8333504277708617, 8.360243643452701 

158, 2.2760341820169856, 16.808822336744562 

159, 1.5545930652254878, 21.834197532679962 

160, 1.7247144406802009, 14.556703347498868 

161, 2.2377220974603693, 14.236721764632094 

162, 1.6201241784385696, 19.909145325531444 

163, 1.799148924494025, 10.197668263996665 

164, 2.3326808386475952, 20.40585314135489 

165, 1.8577754254280803, 7.18540660645651 

166, 2.3532835816968953, 21.581444526571758 

167, 1.772693269886002, 11.721407794258688 

168, 2.15249879457965, 8.883136574725807 

169, 1.5811486892158528, 21.228099820404033 

170, 1.8778587338982249, 6.329422886554427 

171, 2.1628186097307434, 9.469878016550176 

172, 1.5462047229011, 21.9722927697051 

173, 1.700200591862206, 15.968862848771568 

174, 2.308620772275252, 18.930264274455723 

175, 1.797068212729377, 10.314992357372283 

176, 2.237997287315525, 14.255193844114933 

177, 1.5589808266102583, 21.751568707675613 

178, 1.6903870053501164, 16.51603420390461 

179, 2.2746998046039013, 16.71997146723327 

180, 1.500007758109671, 22.250023262508513 

181, 1.4624036388493968, 21.860908418199585 

182, 1.28051201039904, 13.545115136727247 

183, 0.7051078404894037, 13.280580712127334 

184, 1.2639407439963894, 12.472349339734548 

185, 0.5848025293127185, 18.95572354688389 

186, 1.0031420086208154, 1.0082425239288746 

187, 0.9907654945502108, 0.9984443689624349 

188, 0.8985483639561811, 2.7711662816160763 

189, 1.3676912159525738, 18.609585800544558 

190, 0.8573412797049837, 4.490393605118892 

191, 1.281673191826365, 13.61966147207255 

192, 0.6634571021575043, 15.613792007671568 

193, 1.2513628229133071, 11.651536557203734 

194, 0.46600594167320075, 19.989921914384308 

195, 0.3746023295655727, 17.193704630696416 

196, 0.02556556667579081, 0.12939153502088097 

